dom1,dom2,ipfam,threedid
PF02351,PF02351,0,1
PF00327,PF04410,0,0
PF00327,PF01423,0,0
PF00327,PF03914,0,0
PF00327,PF03178,0,0
PF00327,PF00533,0,0
PF00327,PF01912,0,0
PF00327,PF00575,0,0
PF00327,PF01151,0,0
PF00327,PF00515,0,0
PF00327,PF02985,0,0
PF00327,PF01553,0,0
PF00327,PF01926,0,0
PF00327,PF02752,0,0
PF00327,PF04628,0,0
PF00327,PF00806,0,0
PF00327,PF04427,0,0
PF00327,PF00676,0,0
PF00327,PF00443,0,0
PF00327,PF05285,0,0
PF00327,PF00400,0,0
PF00327,PF04042,0,0
PF00327,PF03715,0,0
PF00327,PF00505,0,0
PF00017,PF00210,0,0
PF00017,PF09258,0,0
PF00017,PF00250,0,0
PF00017,PF00031,0,0
PF00017,PF07744,0,0
PF00017,PF06312,0,0
PF00017,PF02262,0,0
PF00017,PF02189,1,0
PF00017,PF01167,0,0
PF00017,PF06883,0,0
PF00017,PF04433,0,0
PF00017,PF02209,0,0
PF00017,PF00125,0,0
PF00017,PF00929,0,0
PF00017,PF01017,0,0
PF00017,PF09005,0,0
PF00017,PF02205,0,0
PF00017,PF00297,0,0
PF00017,PF00388,0,0
PF00017,PF03645,0,0
PF00017,PF00571,0,0
PF00017,PF04527,0,0
PF00017,PF00780,0,0
PF00017,PF07714,1,1
PF00017,PF06328,0,0
PF00017,PF03194,0,0
PF00017,PF00021,0,0
PF00017,PF00102,1,1
PF00017,PF02363,0,0
PF00017,PF00067,0,0
PF00017,PF01851,0,0
PF00017,PF07525,0,1
PF00017,PF07693,0,0
PF00017,PF01513,0,0
PF00017,PF10556,0,0
PF00017,PF07653,0,1
PF00017,PF06209,0,0
PF00017,PF02864,1,1
PF00017,PF06068,0,0
PF00017,PF09128,0,0
PF00017,PF08953,0,0
PF00017,PF09067,0,0
PF00017,PF09164,0,0
PF00017,PF00998,0,0
PF00017,PF08065,0,0
PF00017,PF00244,0,0
PF00017,PF08736,0,0
PF00017,PF09041,0,0
PF00017,PF00884,0,0
PF00017,PF01101,0,0
PF00017,PF00613,0,1
PF00017,PF07888,0,0
PF00017,PF05337,0,0
PF00017,PF02234,0,0
PF00017,PF05110,0,0
PF00017,PF03511,0,0
PF00017,PF00485,0,0
PF00017,PF01217,0,0
PF00017,PF00860,0,0
PF00017,PF00794,0,0
PF00017,PF00276,0,0
PF00017,PF00017,1,1
PF00017,PF00066,0,0
PF00017,PF00792,0,1
PF00017,PF00130,1,1
PF00017,PF00018,1,1
PF00017,PF08688,0,0
PF00017,PF06920,0,0
PF00017,PF06297,0,0
PF00017,PF00757,0,0
PF00017,PF01214,0,0
PF07691,PF07737,0,0
PF07690,PF10277,0,0
PF07690,PF07776,0,0
PF07690,PF07690,0,0
PF07690,PF09380,0,0
PF07690,PF08114,0,0
PF07690,PF10032,0,0
PF01538,PF01538,0,1
PF01536,PF01536,1,1
PF01537,PF01537,1,1
PF04014,PF04014,1,1
PF04014,PF07686,0,1
PF01575,PF02985,0,0
PF01575,PF01575,1,1
PF01575,PF02893,0,0
PF01532,PF04433,0,0
PF01532,PF01532,1,1
PF04013,PF04013,0,1
PF01530,PF01530,1,0
PF05681,PF05681,0,0
PF05681,PF05683,0,0
PF10369,PF10369,0,1
PF07719,PF07719,0,0
PF10425,PF10425,0,1
PF01578,PF03100,0,0
PF01578,PF03918,0,0
PF05839,PF05841,0,0
PF00489,PF00489,1,1
PF00489,PF10420,0,1
PF00489,PF09240,1,1
PF00488,PF00488,1,1
PF00488,PF05192,1,1
PF00488,PF05193,0,0
PF00488,PF01545,0,0
PF00488,PF05188,1,1
PF00488,PF08661,0,0
PF00488,PF01281,0,0
PF00488,PF05239,0,0
PF00488,PF02891,0,0
PF00488,PF10506,0,0
PF00488,PF01056,0,0
PF01490,PF05739,0,0
PF00481,PF09334,0,0
PF00481,PF10604,0,1
PF00481,PF07228,0,1
PF00481,PF02518,0,0
PF00481,PF00982,0,0
PF00481,PF01657,0,0
PF00481,PF02985,0,0
PF00481,PF07830,1,1
PF00481,PF00970,0,0
PF00481,PF04722,0,0
PF00481,PF00917,0,0
PF00481,PF00481,0,1
PF00481,PF00653,0,1
PF00480,PF00480,1,1
PF00480,PF01479,0,0
PF00480,PF05593,0,0
PF00483,PF00899,0,0
PF00483,PF01503,0,0
PF00483,PF01502,0,0
PF00483,PF00528,0,0
PF00483,PF03810,0,0
PF00483,PF06628,0,0
PF00483,PF01433,0,0
PF00483,PF00533,0,0
PF00483,PF02786,0,0
PF00483,PF02769,0,0
PF00483,PF02518,0,0
PF00483,PF03947,0,0
PF00483,PF04055,0,0
PF00483,PF01050,0,1
PF00483,PF01361,0,0
PF00483,PF00515,0,0
PF00483,PF00571,0,0
PF00483,PF01479,0,0
PF00483,PF01344,0,0
PF00483,PF07651,0,0
PF00483,PF09229,0,0
PF00483,PF00576,0,0
PF00483,PF04116,0,0
PF00483,PF03162,0,0
PF00483,PF03029,0,0
PF00483,PF00578,0,0
PF00483,PF00488,0,0
PF00483,PF00675,0,0
PF00483,PF02798,0,0
PF00483,PF00953,0,0
PF00483,PF01008,0,0
PF00483,PF00483,1,1
PF00483,PF04153,0,0
PF00483,PF01336,0,0
PF00483,PF00569,0,0
PF00483,PF00501,0,0
PF00483,PF02540,0,0
PF00482,PF00482,0,1
PF00485,PF00485,1,1
PF00484,PF02540,0,0
PF00484,PF00484,1,1
PF00484,PF10575,0,1
PF01867,PF01867,0,1
PF01867,PF02540,0,0
PF01867,PF03453,0,0
PF00486,PF01784,0,0
PF00486,PF01131,0,0
PF00486,PF10431,0,0
PF00486,PF00486,0,1
PF00486,PF03947,0,0
PF00486,PF07724,0,0
PF00486,PF03704,1,1
PF00486,PF00498,1,0
PF01442,PF07654,0,0
PF01442,PF01442,1,1
PF01335,PF01335,1,1
PF01335,PF05527,0,0
PF01336,PF01814,0,0
PF01336,PF08264,0,0
PF01336,PF02800,0,0
PF01336,PF07733,0,1
PF01336,PF08534,0,0
PF01336,PF03129,0,0
PF01336,PF02540,0,0
PF01336,PF01336,0,1
PF01336,PF02737,0,0
PF01336,PF02817,0,0
PF01336,PF01546,0,0
PF01336,PF01544,0,0
PF01336,PF08646,1,1
PF01336,PF01380,0,0
PF01336,PF04098,0,0
PF01336,PF02965,0,0
PF01336,PF02049,0,0
PF01336,PF01558,0,0
PF01336,PF08241,0,0
PF01336,PF04263,0,0
PF01336,PF09382,0,0
PF01336,PF01624,0,0
PF01336,PF02682,0,0
PF01336,PF08661,1,1
PF01336,PF02260,0,0
PF01336,PF05000,0,0
PF01336,PF03748,0,0
PF01336,PF01479,0,0
PF01336,PF05181,0,0
PF01336,PF07650,0,0
PF01336,PF02773,0,0
PF01336,PF01842,0,0
PF01336,PF04998,0,0
PF01336,PF04997,0,0
PF01336,PF08275,0,0
PF01336,PF05593,0,0
PF01336,PF04055,0,0
PF01336,PF06424,0,0
PF01336,PF04983,0,0
PF01336,PF01751,0,0
PF01336,PF02310,0,0
PF01336,PF03524,0,0
PF01336,PF06434,0,0
PF01337,PF01337,1,1
PF01330,PF07499,1,1
PF01330,PF01330,1,1
PF01330,PF05201,0,0
PF01330,PF05496,0,0
PF01330,PF05491,0,0
PF01330,PF02540,0,0
PF01447,PF02868,1,1
PF01333,PF03742,1,1
PF01333,PF08802,1,1
PF01333,PF02529,1,1
PF01333,PF01333,1,0
PF01333,PF08041,1,0
PF01333,PF05115,1,1
PF00131,PF00229,0,0
PF00130,PF00153,0,0
PF00130,PF02344,0,0
PF00130,PF00621,0,1
PF00130,PF00620,1,0
PF00130,PF00244,0,0
PF00130,PF02518,0,0
PF00130,PF08067,0,0
PF00130,PF08143,0,0
PF00133,PF00152,0,0
PF00133,PF02503,0,0
PF00133,PF00454,0,0
PF00133,PF09334,1,1
PF00133,PF08264,1,1
PF00133,PF00318,0,0
PF00133,PF00573,0,0
PF00133,PF00557,0,0
PF00133,PF01336,0,0
PF00133,PF03946,0,0
PF00133,PF00298,0,0
PF00133,PF00542,0,0
PF00133,PF03144,0,0
PF00133,PF01266,0,0
PF00133,PF00276,0,0
PF00133,PF00133,1,0
PF00133,PF00297,0,0
PF00133,PF03143,0,0
PF00133,PF00224,0,0
PF00132,PF00238,0,0
PF00132,PF00237,0,0
PF00132,PF00338,0,0
PF00132,PF03398,0,0
PF00132,PF02784,0,0
PF00132,PF01058,0,0
PF00132,PF00437,0,0
PF00132,PF00347,0,0
PF00132,PF02384,0,0
PF00132,PF04402,0,0
PF00132,PF06068,0,0
PF00132,PF00970,0,0
PF00132,PF00806,0,0
PF00132,PF01230,0,0
PF00132,PF00481,0,0
PF00132,PF02540,0,0
PF00132,PF08389,0,0
PF00132,PF00484,0,0
PF00132,PF02545,0,0
PF00132,PF03953,0,0
PF00132,PF03950,0,0
PF00132,PF08503,0,1
PF00132,PF03719,0,0
PF00132,PF00763,0,0
PF00132,PF00483,0,1
PF00132,PF01602,0,0
PF00132,PF01423,0,0
PF00132,PF00318,0,0
PF00132,PF00252,0,0
PF00132,PF00256,0,0
PF00132,PF00493,0,0
PF00132,PF04716,0,0
PF00132,PF01873,0,0
PF00132,PF00400,0,0
PF00132,PF01380,0,0
PF00132,PF00550,0,0
PF00132,PF00416,0,0
PF00132,PF01851,0,0
PF00132,PF00306,0,0
PF00132,PF00152,0,0
PF00132,PF00132,1,1
PF00132,PF00156,0,0
PF00132,PF00155,0,0
PF00132,PF00710,0,0
PF00132,PF04499,0,0
PF00132,PF01253,0,0
PF00132,PF00542,0,0
PF00132,PF01145,0,0
PF00132,PF08545,0,0
PF00132,PF00587,0,0
PF00132,PF03743,0,0
PF00132,PF00383,0,0
PF00132,PF00380,0,0
PF00132,PF00573,0,0
PF00132,PF01369,0,0
PF00132,PF00266,0,0
PF00132,PF00575,0,0
PF00132,PF02926,0,0
PF00132,PF00471,0,0
PF00132,PF00206,0,0
PF00132,PF01479,0,0
PF00132,PF02985,0,0
PF00132,PF00361,0,0
PF00132,PF00687,0,0
PF00132,PF01475,0,0
PF00132,PF01025,0,0
PF00132,PF02775,0,0
PF00132,PF02774,0,0
PF00132,PF01008,0,0
PF00132,PF02772,0,0
PF00132,PF01649,0,0
PF00132,PF00177,0,0
PF00132,PF00171,0,0
PF00132,PF01370,0,0
PF00132,PF02910,0,0
PF00132,PF01749,0,0
PF00132,PF01464,0,0
PF00132,PF00198,0,0
PF00132,PF04900,0,0
PF00132,PF08079,0,0
PF00132,PF00572,0,0
PF00132,PF09173,0,0
PF00132,PF02142,0,0
PF00132,PF00453,0,0
PF00132,PF00168,0,0
PF00132,PF01171,0,0
PF00132,PF00926,0,0
PF00132,PF03764,0,0
PF00132,PF02769,0,0
PF00132,PF00289,0,0
PF00132,PF07650,0,0
PF00132,PF00512,0,0
PF00132,PF06426,1,1
PF00132,PF04565,0,0
PF00132,PF00180,0,0
PF00132,PF00224,0,0
PF00132,PF01196,0,0
PF00132,PF03061,0,0
PF00132,PF02883,0,0
PF00132,PF00829,0,0
PF00132,PF08613,0,0
PF00132,PF03143,0,0
PF00132,PF00291,0,0
PF00132,PF00297,0,0
PF00132,PF00505,0,0
PF00135,PF00379,0,0
PF00135,PF00244,0,0
PF00135,PF02210,0,1
PF00135,PF00135,1,1
PF00134,PF02996,0,0
PF00134,PF03931,0,0
PF00134,PF00237,0,0
PF00134,PF08423,0,0
PF00134,PF00231,0,0
PF00134,PF00380,0,0
PF00134,PF06391,0,0
PF00134,PF03178,0,0
PF00134,PF06031,0,0
PF00134,PF01111,0,0
PF00134,PF09329,0,0
PF00134,PF01857,0,0
PF00134,PF00539,0,1
PF00134,PF01248,0,0
PF00134,PF00573,0,0
PF00134,PF07645,0,0
PF00134,PF02065,0,0
PF00134,PF09497,0,0
PF00134,PF05383,0,0
PF00134,PF02729,0,0
PF00134,PF09080,1,1
PF00134,PF10506,0,0
PF00134,PF05020,0,0
PF00134,PF06916,0,0
PF00134,PF04383,0,0
PF00134,PF06325,0,0
PF00134,PF02984,1,1
PF00134,PF00254,0,0
PF00134,PF07717,0,0
PF00134,PF09241,1,1
PF00134,PF00244,0,0
PF00134,PF08776,0,0
PF00134,PF09606,0,0
PF00134,PF01294,0,0
PF00134,PF09024,0,0
PF00134,PF02752,0,0
PF00134,PF05335,0,0
PF00134,PF00179,0,0
PF00134,PF00533,0,0
PF00134,PF00443,0,0
PF00134,PF02234,1,1
PF00134,PF00412,0,0
PF00134,PF10226,0,0
PF00134,PF00291,0,0
PF00134,PF08934,1,0
PF00134,PF00505,0,0
PF00134,PF01336,0,0
PF00134,PF02732,0,0
PF00134,PF08445,0,0
PF00134,PF00501,0,0
PF00134,PF01607,0,0
PF00134,PF00134,1,1
PF00134,PF00560,0,0
PF00134,PF00293,0,0
PF00137,PF00702,0,0
PF00137,PF00137,1,1
PF00137,PF02823,1,0
PF00136,PF09279,0,0
PF00136,PF00250,0,0
PF00136,PF01056,0,0
PF00136,PF04104,0,0
PF00136,PF03104,1,1
PF00136,PF03167,0,0
PF00136,PF04081,0,0
PF00136,PF00969,1,0
PF00136,PF00993,1,0
PF00136,PF00136,1,1
PF00311,PF00311,1,1
PF00311,PF00585,0,0
PF00310,PF00310,1,1
PF00310,PF00318,0,0
PF00310,PF00493,0,0
PF00310,PF04560,0,0
PF00310,PF01177,0,0
PF00310,PF02574,0,0
PF00310,PF00702,0,0
PF00310,PF01380,1,1
PF00310,PF01493,1,1
PF00310,PF03909,0,0
PF00310,PF06068,0,0
PF00310,PF02310,0,0
PF00310,PF00809,0,0
PF00310,PF01645,1,1
PF00310,PF01361,0,0
PF00310,PF08323,0,0
PF00310,PF00733,1,1
PF00310,PF00618,0,0
PF00310,PF02607,0,0
PF00310,PF03953,0,0
PF00310,PF02874,0,0
PF00310,PF04898,1,1
PF00313,PF00313,1,1
PF00313,PF00333,0,0
PF00313,PF01423,0,0
PF00313,PF00318,0,0
PF00313,PF00696,0,0
PF00313,PF00338,0,0
PF00313,PF00572,0,0
PF00313,PF03118,0,0
PF00313,PF00384,0,0
PF00313,PF01305,0,0
PF00313,PF03602,0,0
PF00313,PF00380,0,0
PF00313,PF01245,0,0
PF00313,PF00573,0,0
PF00313,PF00575,0,0
PF00313,PF00416,0,0
PF00313,PF00417,0,0
PF00313,PF04983,0,0
PF00313,PF03255,0,0
PF00313,PF01479,0,0
PF00313,PF07650,0,0
PF00313,PF00687,0,0
PF00313,PF00582,0,0
PF00313,PF01196,0,0
PF00313,PF00588,0,0
PF00313,PF00829,0,0
PF00313,PF00849,0,0
PF00313,PF01965,0,0
PF00313,PF00562,0,0
PF00313,PF00861,0,0
PF00313,PF00712,0,0
PF00313,PF00542,0,0
PF00313,PF01649,0,0
PF00313,PF02752,0,0
PF00313,PF00467,0,0
PF00313,PF02540,0,0
PF07472,PF07472,1,1
PF07475,PF07475,1,1
PF00314,PF00314,1,1
PF07477,PF07488,1,1
PF07476,PF07476,1,1
PF07479,PF07479,1,1
PF07478,PF07478,1,1
PF06013,PF07724,0,0
PF06013,PF06013,1,1
PF02020,PF02020,0,1
PF05138,PF05138,1,1
PF08125,PF08125,1,1
PF08123,PF08123,0,1
PF07876,PF07876,1,1
PF01709,PF09334,0,0
PF01709,PF01966,0,0
PF01709,PF03144,0,0
PF07873,PF07873,0,1
PF06872,PF06872,0,1
PF09358,PF10585,0,1
PF00005,PF06747,0,0
PF00005,PF00333,0,0
PF00005,PF00237,0,0
PF00005,PF03798,0,0
PF00005,PF00831,0,0
PF00005,PF00557,0,0
PF00005,PF04739,0,0
PF00005,PF00535,0,0
PF00005,PF00919,0,0
PF00005,PF00745,0,0
PF00005,PF01201,0,0
PF00005,PF01116,0,0
PF00005,PF00532,0,0
PF00005,PF00625,0,0
PF00005,PF01842,0,0
PF00005,PF04095,0,0
PF00005,PF05685,0,0
PF00005,PF00909,0,0
PF00005,PF01058,0,0
PF00005,PF03947,0,0
PF00005,PF06325,0,0
PF00005,PF00347,0,0
PF00005,PF07733,0,0
PF00005,PF01053,0,0
PF00005,PF01052,0,0
PF00005,PF01458,0,1
PF00005,PF00249,0,0
PF00005,PF00327,0,0
PF00005,PF08423,0,0
PF00005,PF09128,0,0
PF00005,PF00244,0,0
PF00005,PF00809,0,0
PF00005,PF01023,0,0
PF00005,PF01808,0,0
PF00005,PF00533,0,0
PF00005,PF01979,0,0
PF00005,PF01230,0,0
PF00005,PF00520,0,0
PF00005,PF00886,0,0
PF00005,PF01965,0,0
PF00005,PF00528,0,1
PF00005,PF01041,0,0
PF00005,PF00632,0,0
PF00005,PF00483,0,0
PF00005,PF01966,0,0
PF00005,PF07992,0,0
PF00005,PF02811,0,0
PF00005,PF02733,0,0
PF00005,PF00410,0,0
PF00005,PF04335,0,0
PF00005,PF02817,0,0
PF00005,PF02132,0,0
PF00005,PF02540,0,0
PF00005,PF01602,0,0
PF00005,PF01603,0,0
PF00005,PF00262,0,0
PF00005,PF00313,0,0
PF00005,PF00529,0,0
PF00005,PF09339,0,0
PF00005,PF00318,0,0
PF00005,PF00252,0,0
PF00005,PF08402,1,1
PF00005,PF00254,0,0
PF00005,PF00255,0,0
PF00005,PF00497,0,0
PF00005,PF10277,0,0
PF00005,PF02910,0,0
PF00005,PF02322,0,0
PF00005,PF00180,0,0
PF00005,PF01777,0,0
PF00005,PF01032,1,1
PF00005,PF03330,0,0
PF00005,PF03151,0,0
PF00005,PF00089,0,0
PF00005,PF01036,0,0
PF00005,PF02637,0,0
PF00005,PF02785,0,0
PF00005,PF01039,0,0
PF00005,PF00899,0,0
PF00005,PF01136,0,0
PF00005,PF01973,0,0
PF00005,PF00083,0,0
PF00005,PF00005,1,1
PF00005,PF03239,0,0
PF00005,PF00436,0,0
PF00005,PF02828,0,0
PF00005,PF02729,0,0
PF00005,PF00647,0,0
PF00005,PF02534,0,0
PF00005,PF03724,0,0
PF00005,PF02049,0,0
PF00005,PF01558,0,0
PF00005,PF08241,0,0
PF00005,PF08240,0,0
PF00005,PF01850,0,0
PF00005,PF00306,0,0
PF00005,PF04263,0,0
PF00005,PF03029,0,0
PF00005,PF01627,0,0
PF00005,PF01867,0,0
PF00005,PF00156,0,0
PF00005,PF02359,0,0
PF00005,PF03731,0,0
PF00005,PF00158,0,0
PF00005,PF00861,0,0
PF00005,PF01782,0,0
PF00005,PF00012,0,0
PF00005,PF00398,0,0
PF00005,PF00011,0,0
PF00005,PF00542,0,0
PF00005,PF02934,0,0
PF00005,PF01145,0,0
PF00005,PF00460,0,0
PF00005,PF01094,0,0
PF00005,PF00397,0,0
PF00005,PF00464,0,0
PF00005,PF01992,0,0
PF00005,PF00071,0,0
PF00005,PF04542,0,0
PF00005,PF03631,0,0
PF00005,PF00376,0,0
PF00005,PF00374,0,0
PF00005,PF00175,0,0
PF00005,PF03743,0,0
PF00005,PF03989,0,0
PF00005,PF03740,0,0
PF00005,PF01747,0,0
PF00005,PF00380,0,0
PF00005,PF02518,0,0
PF00005,PF01015,0,0
PF00005,PF00213,0,0
PF00005,PF00707,0,0
PF00005,PF01795,0,0
PF00005,PF00669,0,0
PF00005,PF01245,0,0
PF00005,PF03459,1,0
PF00005,PF09229,0,0
PF00005,PF00574,0,0
PF00005,PF00576,0,0
PF00005,PF01361,0,0
PF00005,PF02699,0,0
PF00005,PF01248,0,0
PF00005,PF00664,1,1
PF00005,PF01496,0,0
PF00005,PF00368,0,0
PF00005,PF01775,0,0
PF00005,PF01479,0,0
PF00005,PF00042,0,0
PF00005,PF08541,0,0
PF00005,PF09007,0,0
PF00005,PF00152,0,0
PF00005,PF01547,0,0
PF00005,PF04547,0,0
PF00005,PF00687,0,0
PF00005,PF01476,0,0
PF00005,PF00366,0,0
PF00005,PF10248,0,0
PF00005,PF00724,0,0
PF00005,PF02381,0,0
PF00005,PF04227,0,0
PF00005,PF01025,0,0
PF00005,PF02416,0,0
PF00005,PF03319,0,0
PF00005,PF02773,0,0
PF00005,PF01648,0,0
PF00005,PF00177,0,0
PF00005,PF07498,0,0
PF00005,PF02779,0,0
PF00005,PF03315,0,0
PF00005,PF01565,0,0
PF00005,PF09830,0,0
PF00005,PF03548,0,0
PF00005,PF00191,0,0
PF00005,PF00275,0,0
PF00005,PF01370,0,0
PF00005,PF01162,0,0
PF00005,PF01568,0,0
PF00005,PF02913,0,0
PF00005,PF00698,0,0
PF00005,PF04109,0,0
PF00005,PF02481,0,0
PF00005,PF00206,0,0
PF00005,PF04613,0,0
PF00005,PF00205,0,0
PF00005,PF01467,0,0
PF00005,PF00155,0,0
PF00005,PF10559,0,0
PF00005,PF00590,0,0
PF00005,PF00596,0,0
PF00005,PF06039,0,0
PF00005,PF09940,0,0
PF00005,PF01177,0,0
PF00005,PF01679,0,0
PF00005,PF02574,0,0
PF00005,PF00481,0,0
PF00005,PF02470,0,0
PF00005,PF00046,0,0
PF00005,PF00166,0,0
PF00005,PF00920,0,0
PF00005,PF00297,0,0
PF00005,PF04499,0,0
PF00005,PF07973,0,0
PF00005,PF01266,0,0
PF00005,PF04563,0,0
PF00005,PF01264,0,0
PF00005,PF02922,0,0
PF00005,PF02154,0,0
PF00005,PF02893,0,0
PF00005,PF08364,0,0
PF00005,PF00224,0,0
PF00005,PF00226,0,0
PF00005,PF03952,0,0
PF00005,PF00189,0,0
PF00005,PF01751,0,0
PF00005,PF00580,0,0
PF00005,PF08114,0,0
PF00005,PF01475,0,0
PF00005,PF00587,0,0
PF00005,PF00122,0,0
PF00005,PF00829,0,0
PF00005,PF02583,0,0
PF00005,PF04427,0,0
PF00005,PF00393,0,0
PF00005,PF03143,0,0
PF00005,PF00503,0,0
PF00005,PF00614,0,0
PF00005,PF03953,0,0
PF00005,PF02837,0,0
PF00005,PF03524,0,0
PF00005,PF05529,0,0
PF00005,PF00291,0,0
PF00005,PF06723,0,0
PF00005,PF02875,0,0
PF00005,PF00298,0,0
PF00005,PF05201,0,0
PF00005,PF00118,0,0
PF00005,PF02392,0,0
PF00005,PF01584,0,0
PF00005,PF00113,0,0
PF00005,PF01061,0,0
PF00005,PF06687,0,0
PF00004,PF00038,0,0
PF00004,PF08624,0,0
PF00004,PF01728,0,0
PF00004,PF08426,0,0
PF00004,PF07516,0,0
PF00004,PF00237,0,0
PF00004,PF08423,0,0
PF00004,PF02954,0,0
PF00004,PF00338,0,0
PF00004,PF04438,0,0
PF00004,PF01814,0,0
PF00004,PF05669,0,0
PF00004,PF00334,0,0
PF00004,PF03152,0,0
PF00004,PF03399,0,0
PF00004,PF04433,0,0
PF00004,PF09115,1,0
PF00004,PF00535,0,0
PF00004,PF02540,0,0
PF00004,PF00533,0,0
PF00004,PF02786,0,0
PF00004,PF00342,0,0
PF00004,PF03947,0,0
PF00004,PF06325,0,0
PF00004,PF00347,0,0
PF00004,PF01619,0,0
PF00004,PF09696,0,0
PF00004,PF00104,0,0
PF00004,PF01201,0,0
PF00004,PF08519,0,1
PF00004,PF01052,0,0
PF00004,PF01459,0,0
PF00004,PF01205,0,0
PF00004,PF00103,0,0
PF00004,PF01739,0,0
PF00004,PF01434,1,1
PF00004,PF01433,0,0
PF00004,PF07690,0,0
PF00004,PF01883,0,0
PF00004,PF10419,0,0
PF00004,PF03803,0,0
PF00004,PF06068,0,1
PF00004,PF00244,0,0
PF00004,PF02776,0,0
PF00004,PF10424,0,0
PF00004,PF00037,0,0
PF00004,PF00521,0,0
PF00004,PF00831,0,0
PF00004,PF00481,0,0
PF00004,PF00528,0,0
PF00004,PF00888,0,0
PF00004,PF04950,0,0
PF00004,PF01336,0,0
PF00004,PF00833,0,0
PF00004,PF01330,0,0
PF00004,PF04564,0,0
PF00004,PF00408,0,0
PF00004,PF00132,0,0
PF00004,PF00177,0,0
PF00004,PF01423,0,0
PF00004,PF00318,0,0
PF00004,PF09336,1,1
PF00004,PF01547,0,0
PF00004,PF08238,0,0
PF00004,PF01159,0,0
PF00004,PF07163,0,0
PF00004,PF00493,0,0
PF00004,PF01777,0,0
PF00004,PF05496,1,1
PF00004,PF05491,1,1
PF00004,PF06176,0,0
PF00004,PF08726,0,0
PF00004,PF04096,0,0
PF00004,PF03330,0,0
PF00004,PF00125,0,0
PF00004,PF03527,0,0
PF00004,PF01979,0,0
PF00004,PF01380,0,0
PF00004,PF01039,0,0
PF00004,PF00004,1,1
PF00004,PF00006,0,0
PF00004,PF00552,0,0
PF00004,PF00416,0,0
PF00004,PF02826,0,0
PF00004,PF00009,0,0
PF00004,PF00410,0,0
PF00004,PF03215,0,0
PF00004,PF04386,0,0
PF00004,PF08390,0,0
PF00004,PF02844,0,0
PF00004,PF01556,0,0
PF00004,PF07034,0,0
PF00004,PF03029,0,0
PF00004,PF01393,0,0
PF00004,PF03715,0,0
PF00004,PF06480,1,1
PF00004,PF01398,0,0
PF00004,PF02219,0,0
PF00004,PF02116,0,0
PF00004,PF05649,0,0
PF00004,PF02359,1,1
PF00004,PF03104,0,0
PF00004,PF00134,0,0
PF00004,PF00012,0,0
PF00004,PF00010,0,0
PF00004,PF00011,0,0
PF00004,PF01253,0,0
PF00004,PF00659,0,0
PF00004,PF00542,0,0
PF00004,PF01250,0,0
PF00004,PF04314,0,0
PF00004,PF01145,0,0
PF00004,PF00460,0,0
PF00004,PF08767,0,0
PF00004,PF03148,0,0
PF00004,PF09816,0,0
PF00004,PF00266,0,0
PF00004,PF04670,0,0
PF00004,PF00501,0,0
PF00004,PF08709,0,0
PF00004,PF00376,0,0
PF00004,PF08542,1,1
PF00004,PF05160,0,0
PF00004,PF10508,0,0
PF00004,PF08662,0,0
PF00004,PF00589,0,0
PF00004,PF01851,0,0
PF00004,PF00905,0,0
PF00004,PF01853,0,0
PF00004,PF00639,0,0
PF00004,PF04205,0,0
PF00004,PF01015,0,0
PF00004,PF00149,0,0
PF00004,PF00436,0,0
PF00004,PF00705,0,1
PF00004,PF00571,0,0
PF00004,PF00573,0,0
PF00004,PF09229,0,0
PF00004,PF00575,0,0
PF00004,PF00574,0,0
PF00004,PF01092,0,0
PF00004,PF01363,0,0
PF00004,PF01399,0,0
PF00004,PF01248,0,0
PF00004,PF05362,1,0
PF00004,PF08418,0,0
PF00004,PF02747,0,1
PF00004,PF00368,0,0
PF00004,PF01775,0,0
PF00004,PF03968,0,0
PF00004,PF10513,0,0
PF00004,PF06144,1,1
PF00004,PF02985,0,0
PF00004,PF02861,1,1
PF00004,PF00254,0,0
PF00004,PF04110,0,0
PF00004,PF00687,0,0
PF00004,PF04116,0,0
PF00004,PF00366,0,0
PF00004,PF00684,0,0
PF00004,PF03357,0,0
PF00004,PF02144,0,0
PF00004,PF01025,0,0
PF00004,PF01008,0,0
PF00004,PF09346,0,0
PF00004,PF03730,0,0
PF00004,PF00497,0,0
PF00004,PF05172,0,0
PF00004,PF02464,0,0
PF00004,PF07499,1,1
PF00004,PF00176,0,0
PF00004,PF02779,0,0
PF00004,PF00448,0,0
PF00004,PF01488,0,0
PF00004,PF03096,0,0
PF00004,PF04998,0,0
PF00004,PF05460,0,0
PF00004,PF01163,0,0
PF00004,PF03446,0,0
PF00004,PF01166,0,0
PF00004,PF00210,0,0
PF00004,PF05192,0,0
PF00004,PF00206,0,0
PF00004,PF01509,0,0
PF00004,PF01467,0,0
PF00004,PF06581,0,0
PF00004,PF08079,0,0
PF00004,PF00231,0,0
PF00004,PF00320,0,0
PF00004,PF02933,0,1
PF00004,PF00450,0,0
PF00004,PF07521,0,0
PF00004,PF00929,0,0
PF00004,PF00924,0,0
PF00004,PF02687,0,0
PF00004,PF05291,0,0
PF00004,PF04364,0,0
PF00004,PF06733,0,0
PF00004,PF01266,0,0
PF00004,PF00512,0,0
PF00004,PF01264,0,0
PF00004,PF03372,0,0
PF00004,PF03948,0,0
PF00004,PF00281,0,0
PF00004,PF01261,0,0
PF00004,PF01251,0,0
